Phồn_thể,Giản_thể,Pinyin,Phiên_âm_Hán_Việt
㧄,㧄,qiǎn,~hiểm
㧆,㧆,jīn,~kim
㧇,㧇,mǎo,~mão
㧈,㧈,yǐn,~uẩn
㧉,㧉,gài,~cái
㧋,㧋,xuǎn,~tuyển
㧌,㧌,mào,~mạo
㦸,㦸,jǐ,~kích
㦹,㦹,yáng,~dương
㦺,㦺,rù,~nhọc
㦼,㦼,shuàng,~tương
㦽,㦽,yù,~duật
㦾,㦾,yí,~di
㦿,㦿,qiǎn,~hiểm
㧀,㧀,jí,~tập
㦬,㦬,luǒ,~lỏa
㦭,㦭,líng,~linh
㦮,㦮,qián,~kiềm
㦯,㦯,huò,~hoặc
㦰,㦰,jiān,~tiên
㦵,㦵,zhū,~chư
㦶,㦶,dié,~điệp
㦷,㦷,yǒng,~dũng
㨍,㨍,bāng,~banh
㨎,㨎,rú,~như
㨐,㨐,bǔ,~bõ
㨑,㨑,zōng,~tông
㨒,㨒,kuī,~khôi
㨓,㨓,láo,~lao
㨕,㨕,yíng,~doanh
㨚,㨚,xún,~tuần
㨃,㨃,duǐ,~đuy
㨄,㨄,zhōu,~chu
㨅,㨅,nèi,~nại
㨈,㨈,jǐ,~tễ
㨉,㨉,mín,~mân
㨊,㨊,wěi,~vãi
㨋,㨋,chě,~xả
㨌,㨌,gòu,~cấu
㧵,㧵,póu,~bồi
㧶,㧶,kēng,~ken
㧷,㧷,tùn,~độn
㧸,㧸,pēng,~banh
㧹,㧹,tè,~thắc
㧺,㧺,tà,~thát
㨀,㨀,bǐng,~bỉnh
㨁,㨁,zhì,~chí
㧢,㧢,yīn,~nhân
㧣,㧣,zhū,~chư
㧦,㧦,xuàn,~huyến
㧩,㧩,pèi,~bí
㧪,㧪,guǐ,~quỷ
㧫,㧫,ér,~nhi
㧮,㧮,hū,~hốt
㧳,㧳,zhuò,~trác
㩋,㩋,xiāo,~tiêu
㩌,㩌,fèi,~mượn
㩎,㩎,yè,~áp
㩓,㩓,huǐ,~huỷ
㩔,㩔,tún,~đồn
㩗,㩗,xí,~tập
㩘,㩘,nǐ,~nghĩ
㩛,㩛,tuán,~đoàn
㩁,㩁,què,~xác
㩃,㩃,qiān,~khiên
㩄,㩄,shāi,~si
㩆,㩆,jiù,~cứu
㩇,㩇,huò,~xách
㩈,㩈,yǔn,~vẫn
㩉,㩉,dá,~đạt
㩊,㩊,xuān,~tuyên
㨵,㨵,jiǎn,~tiên
㨷,㨷,jìn,~tấn
㨸,㨸,mà,~mạ
㨹,㨹,huì,~khối
㨺,㨺,miǎn,~miễn
㨻,㨻,cán,~sàm
㨽,㨽,pì,~tịch
㩀,㩀,jù,~cứ
㨡,㨡,hún,~hồn
㨥,㨥,nà,~nài
㨧,㨧,bèn,~bỡn
㨯,㨯,huò,~xách
㨰,㨰,gǔn,~cổn
㨱,㨱,yáo,~gieo
㨳,㨳,guǐ,~quỷ
㨴,㨴,jiàn,~kiến
㪓,㪓,chuái,~suỳ
㪔,㪔,sàn,~tản
㪕,㪕,diào,~điếu
㪘,㪘,liǎn,~liễm
㪙,㪙,kě,~khả
㪚,㪚,sàn,~tản
㪛,㪛,zhěn,~chẩn
㪜,㪜,chuǎi,~thuỷ
㪈,㪈,guì,~quý
㪉,㪉,hé,~hạp
㪌,㪌,tǒng,~thống
㪍,㪍,bó,~bác
㪏,㪏,bǐ,~bỉ
㪐,㪐,lù,~lục
㪑,㪑,yè,~diệp
㪒,㪒,ní,~nghê
㩼,㩼,zhī,~chi
㩾,㩾,zhuì,~chuế
㩿,㩿,kū,~khô
㪀,㪀,yú,~du
㪂,㪂,kū,~khô
㪃,㪃,hé,~hà
㪄,㪄,fú,~phù
㪇,㪇,xiàn,~tuyến
㩦,㩦,xié,~huề
㩨,㩨,huì,~khối
㩪,㩪,xié,~huề
㩮,㩮,qián,~kiền
㩰,㩰,jiǎo,~giảo
㩱,㩱,jué,~quặc
㩴,㩴,jú,~cúc
㩶,㩶,niè,~nghiệt
㫐,㫐,yǎo,~yểu
㫓,㫓,qǐ,~khải
㫘,㫘,mì,~mịch
㫚,㫚,hū,~hốt
㫛,㫛,guàng,~cuống
㫜,㫜,tǎn,~đán
㫝,㫝,dī,~đây
㫟,㫟,yán,~diêm
㪵,㪵,bàn,~bán
㪹,㪹,lǒu,~lâu
㪺,㪺,jū,~câu
㪿,㪿,zhé,~triết
㫃,㫃,yǎn,~yển
㫊,㫊,yǐ,~y
㫍,㫍,yóu,~du
㫏,㫏,yǎo,~yểu
㪩,㪩,sù,~túc
㪪,㪪,sà,~sát
㪫,㪫,ruì,~nhuế
㪬,㪬,chuō,~trạc
㪭,㪭,lú,~lô
㪮,㪮,líng,~linh
㪯,㪯,chá,~tra
㪴,㪴,jiá,~giáp
㪞,㪞,mào,~mạo
㪟,㪟,dūn,~đôn
㪡,㪡,kài,~khế
㪣,㪣,xiāo,~tiêu
㪤,㪤,bì,~tệ
㪥,㪥,zhā,~tra
㪦,㪦,yìn,~ấn
㪧,㪧,xī,~hi
㬣,㬣,duì,~đỗi
㬤,㬤,qī,~thê
㬥,㬥,pù,~phố
㬧,㬧,bó,~bác
㬩,㬩,huì,~hổi
㬫,㬫,yàn,~yến
㬬,㬬,jù,~cữ
㬮,㬮,nàn,~nạn
㬈,㬈,wēn,~uân
㬎,㬎,xiǎn,~tiển
㬒,㬒,mǎng,~mãng
㬕,㬕,yáng,~dương
㬗,㬗,xiàn,~hiện
㬛,㬛,xī,~hi
㬟,㬟,fēn,~phân
㬡,㬡,líng,~linh
㫷,㫷,jī,~cơ
㫸,㫸,jiē,~giai
㫹,㫹,shù,~thuật
㫺,㫺,xī,~tích
㬂,㬂,yú,~du
㬃,㬃,tái,~đài
㬄,㬄,chàn,~sám
㬅,㬅,màn,~mạn
㫤,㫤,chǎng,~sưởng
㫧,㫧,bào,~bạo
㫫,㫫,xiǎn,~tiển
㫯,㫯,mào,~mạo
㫰,㫰,làng,~lãng
㫱,㫱,nǎn,~nam
㫲,㫲,bèi,~bội
㫶,㫶,zhǒu,~trửu
㭢,㭢,xīn,~tăm
㭤,㭤,niǎo,~điểu
㭩,㭩,liè,~liệt
㭫,㭫,cuó,~ta
㭬,㭬,zhuó,~trạc
㭯,㭯,zhé,~trích
㭰,㭰,zuī,~chuối
㭱,㭱,hé,~hạch
㭒,㭒,sì,~tứ
㭔,㭔,lú,~lô
㭕,㭕,qū,~khư
㭘,㭘,gé,~cách
㭙,㭙,zhé,~trích
㭚,㭚,lǚ,~lữ
㭜,㭜,róng,~vinh
㭞,㭞,liè,~lệ
㭁,㭁,réng,~nhưng
㭂,㭂,jiǎo,~kiểu
㭃,㭃,gāng,~cương
㭄,㭄,xìn,~tín
㭇,㭇,yuàn,~nguyện
㭋,㭋,bàng,~vổng
㭌,㭌,móu,~mâu
㭎,㭎,gāng,~cương
㬯,㬯,liè,~liệt
㬰,㬰,yú,~du
㬳,㬳,wǔ,~vũ
㬴,㬴,hǒng,~cống
㬸,㬸,tiāo,~vẹo
㬹,㬹,zhēng,~giêng
㬻,㬻,huāng,~hoang
㬼,㬼,fù,~phụ
㮟,㮟,niǎn,~niễn
㮣,㮣,gài,~cái
㮥,㮥,bèn,~bỡn
㮦,㮦,suǒ,~tỏa
㮨,㮨,jì,~cậy
㮩,㮩,xī,~tích
㮫,㮫,hé,~hạch
㮬,㮬,wēng,~ung
㮖,㮖,jiá,~giáp
㮗,㮗,qín,~cầm
㮘,㮘,máo,~mao
㮚,㮚,lì,~lặt
㮛,㮛,chí,~trì
㮜,㮜,zāng,~tang
㮝,㮝,hé,~hạch
㮞,㮞,jié,~kiệt
㮇,㮇,tiàn,~thiến
㮋,㮋,yǒu,~dửu
㮍,㮍,jiān,~kiên
㮐,㮐,shěng,~tỉnh
㮑,㮑,chā,~xoa
㮒,㮒,yān,~yên
㮓,㮓,gèn,~cẳng
㮕,㮕,ruǎn,~nhuyễn
㭸,㭸,tú,~dừa
㭹,㭹,xián,~tiềm
㭺,㭺,yǎn,~yểm
㭼,㭼,tà,~tháp
㮁,㮁,xiáo,~hào
㮂,㮂,jú,~cúc
㮅,㮅,zhuī,~chòi
㮆,㮆,niè,~nghiệt
㯙,㯙,zhé,~trích
㯜,㯜,cuì,~thúy
㯠,㯠,qiàn,~tạm
㯡,㯡,pào,~pháo
㯤,㯤,lì,~lệ
㯩,㯩,tì,~thế
㯪,㯪,líng,~ranh
㯬,㯬,liǎn,~liễm
㯋,㯋,jiǒng,~quýnh
㯌,㯌,chuán,~chuyên
㯍,㯍,jiǎng,~tưởng
㯏,㯏,gǔ,~cột
㯐,㯐,fǎng,~phỏng
㯔,㯔,cuì,~thuý
㯕,㯕,xī,~tích
㯖,㯖,dé,~đức
㮶,㮶,shuò,~giáo
㮿,㮿,bì,~bẹ
㯀,㯀,xuàn,~tuyên
㯂,㯂,dài,~đái
㯄,㯄,zhī,~chi
㯅,㯅,pí,~tì
㯇,㯇,bì,~bẹ
㯈,㯈,sù,~túc
㮭,㮭,xián,~tiềm
㮮,㮮,jié,~kiệt
㮯,㮯,hún,~hồn
㮰,㮰,pí,~tì
㮱,㮱,shēn,~sâm
㮲,㮲,chōu,~thu
㮳,㮳,zhèn,~trẫm
㮵,㮵,zhān,~chiên
㰣,㰣,zī,~tư
㰤,㰤,hē,~húp
㰥,㰥,xì,~khích
㰨,㰨,xiā,~hà
㰪,㰪,guī,~quy
㰫,㰫,chān,~sọm
㰬,㰬,xún,~tuân
㰭,㰭,xū,~hư
㰚,㰚,lí,~lê
㰛,㰛,yuè,~vẹt
㰝,㰝,yǐ,~nghĩ
㰞,㰞,chī,~si
㰟,㰟,jì,~kế
㰠,㰠,hāng,~bổn
㰡,㰡,xiè,~tiết
㰢,㰢,kēng,~khanh
㰈,㰈,liǎn,~liễm
㰍,㰍,lóng,~trồng
㰎,㰎,zuì,~tuy
㰐,㰐,jué,~quyết
㰑,㰑,shān,~sam
㰔,㰔,xiè,~tạ
㰗,㰗,qí,~cời
㰘,㰘,yí,~di
㯰,㯰,zhé,~trích
㯱,㯱,pāo,~phao
㯳,㯳,qíng,~kềnh
㯶,㯶,zōng,~tông
㯸,㯸,jǐn,~cận
㯽,㯽,bīn,~tân
㰄,㰄,jiàn,~hãm
㰆,㰆,bèi,~vối
㱌,㱌,yé,~gia
㱎,㱎,kūn,~côn
㱏,㱏,zhèng,~chứng
㱖,㱖,cuì,~tụy
㱗,㱗,xiū,~tu
㱘,㱘,àn,~ám
㱙,㱙,xiǔ,~tưu
㱚,㱚,cán,~tàn
㱂,㱂,kāng,~khang
㱄,㱄,hēi,~hắc
㱅,㱅,yì,~dịch
㱆,㱆,xī,~hy
㱇,㱇,sè,~sắc
㱈,㱈,jìn,~tấn
㱉,㱉,yè,~diệp
㱊,㱊,yōu,~ưu
㰸,㰸,liǎn,~liễm
㰹,㰹,xiān,~tiêm
㰻,㰻,yǐ,~nghĩ
㰼,㰼,shà,~sáp
㰽,㰽,yàn,~diễm
㰿,㰿,xī,~hy
㱀,㱀,chǐ,~sỉ
㱁,㱁,shì,~thị
㰮,㰮,shèn,~thận
㰯,㰯,kòu,~khấu
㰰,㰰,xiā,~hà
㰱,㰱,shà,~sáp
㰲,㰲,yū,~u
㰴,㰴,pǒu,~phủ
㰵,㰵,zú,~tốt
㰶,㰶,yǒu,~dửu
㲋,㲋,chuò,~xước
㲌,㲌,nèng,~nính
㲍,㲍,zhī,~chi
㲎,㲎,lóu,~lưu
㲏,㲏,pāo,~phao
㲒,㲒,bào,~bạo
㲓,㲓,róng,~nhung
㲕,㲕,lèi,~lệ
㱸,㱸,bì,~tất
㱺,㱺,lú,~lô
㱻,㱻,luò,~lạc
㱽,㱽,zhěn,~chẩn
㲀,㲀,zhēn,~châm
㲃,㲃,jiù,~cữu
㲆,㲆,líng,~linh
㲊,㲊,ruì,~nhuế
㱪,㱪,mèn,~muộn
㱬,㱬,wěi,~vĩ
㱮,㱮,kuài,~quái
㱯,㱯,ái,~ngai
㱱,㱱,huì,~hội
㱲,㱲,yì,~ế
㱴,㱴,zì,~chí
㱵,㱵,fèn,~phẫn
㱛,㱛,chuǎn,~suyễn
㱞,㱞,yì,~ế
㱟,㱟,pī,~phi
㱡,㱡,shēng,~thăng
㱤,㱤,xī,~hi
㱥,㱥,líng,~linh
㱧,㱧,wò,~oát
㱨,㱨,liàn,~liệm
㳊,㳊,yōu,~ưu
㳋,㳋,qiū,~thu
㳍,㳍,bù,~bố
㳏,㳏,shì,~phệ
㳐,㳐,zhá,~trát
㳑,㳑,yì,~dật
㳒,㳒,biàn,~biện
㳔,㳔,duì,~đuối
㲼,㲼,yì,~dật
㲽,㲽,niàn,~niệm
㲾,㲾,yǔ,~vũ
㳂,㳂,yán,~duyên
㳃,㳃,cuì,~rót
㳄,㳄,xián,~tiên
㳆,㳆,tǒu,~thẩu
㳈,㳈,pèi,~phải
㲯,㲯,rán,~nhiên
㲰,㲰,níng,~trữ
㲱,㲱,liè,~liệt
㲳,㲳,dié,~điệp
㲴,㲴,zhòng,~trọng
㲶,㲶,lǜ,~lục
㲹,㲹,guǐ,~quỷ
㲺,㲺,jí,~bập
㲜,㲜,tán,~đàm
㲝,㲝,rǒng,~nhũng
㲟,㲟,yǐng,~nhánh
㲠,㲠,máo,~li
㲢,㲢,biàn,~biện
㲤,㲤,shuāi,~suy
㲨,㲨,róng,~nhung
㲭,㲭,tǎn,~xồm
㴈,㴈,yìn,~ấn
㴉,㴉,jǐ,~kỉ
㴒,㴒,yì,~dật
㴓,㴓,shāi,~si
㴔,㴔,jí / xī,~hấp
㴕,㴕,jí,~bập
㴗,㴗,yōu,~ưu
㴘,㴘,mào,~mạo
㳺,㳺,yóu,~dầu
㴀,㴀,fàn,~phiếm
㴁,㴁,yì,~dật
㴂,㴂,tān,~than
㴃,㴃,lèi,~lệ
㴄,㴄,yǒng,~dũng
㴆,㴆,jìn,~tấn
㴇,㴇,shè,~nhiếp
㳧,㳧,chè,~triệt
㳩,㳩,tān,~than
㳫,㳫,zǎn,~toản
㳭,㳭,xián,~tiên
㳮,㳮,niào,~niệu
㳴,㳴,mì,~vắt
㳵,㳵,jì,~kịp
㳷,㳷,hū,~hô
㳕,㳕,lán,~làn
㳖,㳖,yī,~y
㳗,㳗,chài,~sái
㳘,㳘,chōng,~trùng
㳚,㳚,xù,~dơ
㳛,㳛,yú,~ngư
㳜,㳜,xiū,~tu
㳦,㳦,xiè,~dới
㵠,㵠,kū,~khô
㵤,㵤,shà,~tiệp
㵥,㵥,mì,~vắt
㵦,㵦,suí,~tùy
㵨,㵨,pì,~vữa
㵩,㵩,yì,~dật
㵪,㵪,xián,~tiên
㵫,㵫,nì,~nịch
㵊,㵊,nà,~na
㵍,㵍,mèn,~muộn
㵏,㵏,cuǐ,~dồi
㵓,㵓,shí,~thực
㵔,㵔,chě,~xả
㵖,㵖,nǜ,~nục
㵘,㵘,màn,~man
㵝,㵝,yì,~dật
㴰,㴰,néng,~năng
㴲,㴲,sī,~ti
㴵,㴵,mì,~vắt
㴷,㴷,dān,~đan
㴾,㴾,bó,~bọt
㵀,㵀,zú,~thốc
㵅,㵅,tān,~than
㵆,㵆,gǎo,~cảo
㴙,㴙,zhǎ,~trả
㴚,㴚,suì,~toại
㴝,㴝,lí,~lầy
㴧,㴧,xī,~tích
㴪,㴪,niè,~niết
㴫,㴫,jùn,~tuấn
㴭,㴭,yǎo,~yểu
㴯,㴯,zhī,~dề
㶗,㶗,fàn,~phiếm
㶘,㶘,diàn,~điến
㶛,㶛,yú,~ngư
㶞,㶞,nǎng,~nện
㶟,㶟,lěi,~lũy
㶠,㶠,yì,~dật
㶡,㶡,dài,~đại
㶣,㶣,chán,~sàm
㶆,㶆,zhū,~chua
㶈,㶈,yíng,~huỳnh
㶉,㶉,xī,~khe
㶌,㶌,lián,~liêm
㶏,㶏,yīn,~nhân
㶓,㶓,cáng,~tàng
㶔,㶔,bèi,~bị
㶕,㶕,jiǎn,~trát
㵺,㵺,pài,~phái
㵻,㵻,xiū,~tu
㵽,㵽,lěi,~lũy
㵾,㵾,qìng,~khánh
㵿,㵿,xiào,~hiệu
㶀,㶀,jiāo,~kiêu
㶁,㶁,guó,~quốc
㶄,㶄,yán,~duyên
㵬,㵬,yíng,~huỳnh
㵭,㵭,zhǔ,~chã
㵰,㵰,xù,~dơ
㵱,㵱,piǎo,~phiếu
㵴,㵴,cáng,~tàng
㵵,㵵,zòu,~tấu
㵶,㵶,zuō,~chối
㵸,㵸,yào,~diệu
㷐,㷐,huǐ,~khói
㷒,㷒,yú,~du
㷓,㷓,zǒng,~tổng
㷔,㷔,yàn,~diễm
㷕,㷕,qiú,~cầu
㷘,㷘,tái,~đài
㷣,㷣,xīng,~tinh
㷤,㷤,hù,~hộ
㷄,㷄,huǐ,~khói
㷆,㷆,fù,~phụ
㷇,㷇,huī,~hôi
㷈,㷈,è,~ngạc
㷉,㷉,wèi,~vi
㷊,㷊,fén,~phần
㷋,㷋,tán,~đàm
㷏,㷏,yǒng,~dũng
㶸,㶸,xié,~hiếp
㶺,㶺,tiàn,~thiến
㶼,㶼,āi,~ai
㶾,㶾,biāo,~tiêu
㶿,㶿,bó,~bột
㷀,㷀,qióng,~quỳnh
㷂,㷂,shù,~thuật
㷃,㷃,chuǐ,~chuỷ
㶦,㶦,jìn,~tận
㶫,㶫,liǎo,~rẻo
㶬,㶬,mò,~mạch
㶭,㶭,yǒu,~dửu
㶯,㶯,liù,~lựu
㶲,㶲,yòng,~vinh
㶴,㶴,chǐ,~sỉ
㶵,㶵,rèn,~nhận
㸖,㸖,qū,~khúc
㸘,㸘,wàn,~vạn
㸙,㸙,zhē,~già
㸚,㸚,lǐ,~lý
㸜,㸜,kòng,~khống
㸝,㸝,xiān,~tiêm
㸞,㸞,zhé,~trích
㸟,㸟,zhī,~chi
㸌,㸌,huò,~hoắc
㸍,㸍,xì,~hí
㸎,㸎,niè,~niếp
㸐,㸐,rán,~nhen
㸑,㸑,cuàn,~chói
㸒,㸒,yín,~dâm
㸓,㸓,mì,~mịch
㸕,㸕,jué,~tước
㷻,㷻,wú,~vô
㷼,㷼,yàn,~diễm
㷾,㷾,jué,~quyết
㷿,㷿,xiān,~tiêm
㸀,㸀,tái,~đài
㸅,㸅,jié,~tiệp
㸊,㸊,lài,~lại
㸋,㸋,fán,~phần
㷦,㷦,xù,~hú
㷪,㷪,cuì,~sốt
㷯,㷯,bèng,~bính
㷰,㷰,chī,~si
㷳,㷳,yàn,~diễm
㷶,㷶,bèi,~vùi
㷷,㷷,juǎn,~quyển
㷸,㷸,dié,~điệp
㹈,㹈,lí,~lê
㹉,㹉,yuán,~viên
㹋,㹋,xiū,~tu
㹎,㹎,léi,~lôi
㹏,㹏,jǐn,~cận
㹐,㹐,chóng,~trùng
㹑,㹑,sì,~tự
㹒,㹒,pǔ,~phổ
㸽,㸽,bèi,~bối
㸾,㸾,rèn,~nhẳn
㹀,㹀,bó,~bác
㹂,㹂,qiǎn,~hiểm
㹃,㹃,fèi,~phí
㹄,㹄,jì,~tế
㹅,㹅,zǒng,~tổng
㹇,㹇,hé,~hà
㸲,㸲,zuó,~tạc
㸳,㸳,líng,~linh
㸵,㸵,guǐ,~quỷ
㸶,㸶,yān,~yên
㸷,㸷,shì,~thị
㸸,㸸,hǒu,~hống
㸹,㸹,liè,~liệt
㸻,㸻,sì,~tự
㸣,㸣,yè,~diệp
㸥,㸥,chàn,~sám
㸧,㸧,kèn,~khẳng
㸨,㸨,jiū,~cưu
㸩,㸩,ān,~am
㸬,㸬,bèi,~bối
㸰,㸰,tuó,~đà
㸱,㸱,tuó,~đà
㹾,㹾,piǎo,~phiếu
㹿,㹿,zhuó,~trác
㺀,㺀,hū,~hô
㺁,㺁,nǎo,~não
㺂,㺂,yán,~diêm
㺃,㺃,gǒu,~cẩu
㺄,㺄,yǔ,~vũ
㺇,㺇,sī,~tư
㹮,㹮,mò,~mô
㹱,㹱,què,~xác
㹲,㹲,xiāo,~tiêu
㹵,㹵,yǐng,~nhánh
㹷,㹷,shǐ,~sử
㹸,㹸,ní,~nghê
㹺,㹺,tà,~đạp
㹼,㹼,jú,~cúc
㹠,㹠,tún,~đồn
㹡,㹡,xuán,~tuyền
㹣,㹣,zhōng,~chung
㹤,㹤,qiè,~khiếp
㹨,㹨,yòu,~dứu
㹫,㹫,yí,~di
㹬,㹬,shǐ,~sử
㹭,㹭,yì,~duệ
㹓,㹓,yǎo,~yểu
㹕,㹕,huān,~hoan
㹘,㹘,rù,~nhọc
㹙,㹙,wěng,~ổng
㹚,㹚,yíng,~doanh
㹛,㹛,ráo,~nhiêu
㹜,㹜,yín,~ngân
㹞,㹞,yín,~ngân
㺮,㺮,yú,~vu
㺱,㺱,réng,~nhưng
㺲,㺲,niǔ,~nữu
㺳,㺳,méi,~mi
㺵,㺵,jiú,~cẩu
㺺,㺺,mào,~mao
㺿,㺿,yí,~di
㻀,㻀,yú,~vu
㺝,㺝,hàn,~hãn
㺟,㺟,zhuó,~trác
㺠,㺠,yòu,~dứu
㺣,㺣,xī,~hy
㺦,㺦,lián,~liêm
㺨,㺨,sī,~tư
㺪,㺪,pú,~phác
㺫,㺫,qiú,~cầu
㺑,㺑,shān,~san
㺒,㺒,xiāo,~khiêu
㺓,㺓,zé,~trách
㺕,㺕,fán,~phiền
㺖,㺖,hǎn,~hảm
㺘,㺘,zhàn,~chiến
㺚,㺚,tǎ,~tháp
㺜,㺜,nóng,~nùng
㺈,㺈,chī,~si
㺉,㺉,hù,~hộ
㺊,㺊,yàng,~dạng
㺋,㺋,wēng,~ung
㺌,㺌,xiàn,~hiến
㺍,㺍,pín,~tần
㺎,㺎,róng,~nhung
㺐,㺐,lǎo,~lão
㻾,㻾,yōng,~ung
㼂,㼂,é,~nga
㼆,㼆,yíng,~oánh
㼇,㼇,qióng,~quỳnh
㼊,㼊,tún,~đồn
㼌,㼌,yǔ,~ngữ
㼍,㼍,lěi,~lũy
㼏,㼏,něi,~nuôi
㻯,㻯,tú,~đồ
㻰,㻰,miǎn,~miễn
㻱,㻱,jīn,~kim
㻲,㻲,lǚ,~lữ
㻵,㻵,zhàn,~sàn
㻷,㻷,jí,~cức
㻸,㻸,zēn,~châm
㻽,㻽,suì,~toại
㻔,㻔,duǒ,~đoá
㻖,㻖,dài,~đại
㻗,㻗,bèi,~bội
㻞,㻞,bīn,~tân
㻟,㻟,suí,~tùy
㻠,㻠,tú,~đồ
㻪,㻪,suì,~toại
㻬,㻬,tū,~thóc
㻁,㻁,guī,~côi
㻅,㻅,huì,~hội
㻉,㻉,bù,~bộ
㻌,㻌,tú,~đồ
㻏,㻏,líng,~liếng
㻑,㻑,jì,~kế
㻒,㻒,jùn,~tuấn
㻓,㻓,zōu,~tưu
㼵,㼵,dì,~đích
㼶,㼶,yú,~du
㼸,㼸,róng,~nhung
㼹,㼹,kāng,~khang
㼻,㼻,cóng,~tùng
㼽,㼽,chuǎng,~sấm
㽀,㽀,zhèng,~chứng
㽂,㽂,sà,~sát
㼭,㼭,diàn,~điện
㼮,㼮,chāi,~sách
㼯,㼯,dòng,~động
㼰,㼰,pí,~tì
㼱,㼱,ruǎn,~nhuyễn
㼲,㼲,liè,~liệt
㼳,㼳,shěng,~tỉnh
㼴,㼴,ǒu,~ngẫu
㼟,㼟,bó,~bốc
㼢,㼢,yí,~di
㼣,㼣,bó,~bá
㼤,㼤,qiè,~khiết
㼩,㼩,chéng,~thành
㼪,㼪,jié,~kiệt
㼫,㼫,huàn,~hoán
㼬,㼬,xìng,~hành
㼐,㼐,pián,~bền
㼒,㼒,tǎng,~thẳng
㼔,㼔,wēn,~uân
㼖,㼖,lì,~lịch
㼙,㼙,zhòu,~trứu
㼚,㼚,gāng,~cương
㼛,㼛,xíng,~hình
㼞,㼞,pèng,~bính
㽭,㽭,ruǎn,~nhuyễn
㽮,㽮,xīng,~tinh
㽰,㽰,shù,~thuật
㽲,㽲,jiǎo,~giảo
㽷,㽷,shuì,~thuế
㽸,㽸,chén,~thần
㽻,㽻,zhī,~chi
㽾,㽾,wù,~ngộ
㽥,㽥,róu,~nhu
㽦,㽦,xún,~tuần
㽧,㽧,zī,~tư
㽨,㽨,cuó,~toàn
㽩,㽩,càn,~xán
㽪,㽪,zěng,~tranh
㽫,㽫,yōng,~ung
㽬,㽬,fù,~phụ
㽘,㽘,gǎng,~cảng
㽚,㽚,chì,~xích
㽛,㽛,gōu,~câu
㽟,㽟,liè,~liệt
㽠,㽠,xiá,~hà
㽡,㽡,bēi,~bi
㽢,㽢,ǎn,~ẵm
㽤,㽤,jú,~cúc
㽄,㽄,sī,~tư
㽇,㽇,hú,~hồ
㽈,㽈,yì,~dịch
㽉,㽉,xiàn,~hiến
㽊,㽊,xiè,~tiết
㽌,㽌,liù,~lựu
㽕,㽕,yóu,~do
㽖,㽖,nán,~nam
㾫,㾫,piān,~thiên
㾭,㾭,zhòu,~chú
㾯,㾯,huī,~huy
㾱,㾱,bèi,~bị
㾴,㾴,zhā,~tra
㾷,㾷,xī,~tấy
㾻,㾻,zhù,~chú
㾽,㾽,zhuì,~truỵ
㾞,㾞,yóu,~vưu
㾟,㾟,bù,~bộ
㾠,㾠,kuáng,~cuống
㾢,㾢,ài,~ái
㾣,㾣,qīn,~khâm
㾤,㾤,qiāng,~khương
㾥,㾥,chù,~súc
㾨,㾨,yī,~y
㾒,㾒,rú,~như
㾓,㾓,yuān,~uyên
㾔,㾔,lǚ,~lữ
㾕,㾕,shěn,~thẩm
㾖,㾖,lǐ,~lý
㾘,㾘,gěng,~ngạnh
㾜,㾜,qiè,~khiếp
㾝,㾝,chè,~triệt
㾀,㾀,qiè,~khiếp
㾁,㾁,shù,~thuật
㾉,㾉,líng,~linh
㾊,㾊,jí,~cấp
㾋,㾋,xiū,~tu
㾍,㾍,nái,~nai
㾎,㾎,yā,~nha
㾏,㾏,jiè,~giới
㿰,㿰,áo,~ngao
㿱,㿱,xué,~hạc
㿵,㿵,rǎn,~nhiễm
㿶,㿶,bāng,~bang
㿷,㿷,cuó,~ta
㿺,㿺,báo,~bạc
㿼,㿼,yán,~diêm
㿽,㿽,xī,~hi
㿢,㿢,yào,~diệu
㿥,㿥,hé,~hà
㿦,㿦,nìng,~nính
㿧,㿧,chóu,~trù
㿩,㿩,tǎng,~thẳng
㿪,㿪,huán,~hoàn
㿮,㿮,yàng,~dạng
㿯,㿯,dá,~đạt
㿒,㿒,dǎo,~đảo
㿔,㿔,lěi,~lũy
㿕,㿕,yán,~diêm
㿖,㿖,lú,~lô
㿘,㿘,yíng,~doanh
㿙,㿙,pì,~thí
㿞,㿞,mào,~mạo
㿟,㿟,bái,~bạch
㿂,㿂,zhēng,~chứng
㿄,㿄,ài,~ái
㿅,㿅,xiǎn,~tiển
㿆,㿆,guō,~oa
㿊,㿊,cǎn,~thảm
㿌,㿌,xiān,~hem
㿎,㿎,fèn,~phẫn
㿑,㿑,yào,~diệu
䀴,䀴,yǐng,~nhánh
䀵,䀵,shùn,~thuấn
䀸,䀸,chì,~xích
䀹,䀹,jié,~kiếp
䀼,䀼,chēn,~trân
䀽,䀽,yán,~diêm
䀿,䀿,dì,~di
䁂,䁂,xiàn,~hiển
䀟,䀟,fán,~phiền
䀢,䀢,shùn,~thuấn
䀨,䀨,huà,~thoại
䀬,䀬,quán,~quyền
䀮,䀮,huāng,~hoang
䀯,䀯,bǔ,~vúc
䀰,䀰,gǔ,~cổ
䀳,䀳,ài,~ái
䀏,䀏,xuàn,~huyễn
䀐,䀐,shān,~xăm
䀑,䀑,wò,~oát
䀔,䀔,rèn,~nhận
䀕,䀕,zhèn,~trẫm
䀘,䀘,xié,~hài
䀛,䀛,mèi,~muội
䀜,䀜,gǔ,~cổ
